project_id,hist_exchange_rate(usd) 
1172667,1.0
2649739,0.8172150518
1052868,1.0
3439811,1.0
1204596,1.0
1041002,1.0
1661489,0.6773593677
2093397,1.0
493724,1.0
1039365,0.5991559606
464339,0.6691659581
2816416,1.0
3536478,19.1836150845
2789292,0.8088393616
3643870,1.0
3668208,1.3312118801
3082503,1.0
1647623,1.0
1858599,1.0
2310042,1.0
2071554,1.3184812443
3650822,1.0
3505144,1.0
2356489,1.0
3073423,1.0
2669743,1.0
1591821,1.0
3641660,1.0
1347415,1.0
1558919,1.0
2556214,1.0
1727331,1.0
964941,1.0
3545516,1.0
1677622,0.9453582908
2337753,8.6021554901
3314161,1.0
3641669,1.0
3183230,1.0
2743003,6.9122839621
3175070,1.0
246470,1.0
1020061,1.1779312371
3705148,19.0217254691
3648188,1.0
3684914,1.3466199838
3208616,0.7443487803
3142060,1.0
3383154,0.7600103066
3123566,1.0
3330950,1.0
1922991,1.0
3481169,20.2358190493
3693997,1.0
3679165,0.7594947968
912852,1.0
2528476,1.0
1572999,1.0
1673369,1.0
1790362,1.0
3380728,1.0
1678179,1.2228971963
3354914,1.0
1417034,1.0
1834549,1.0
80489,1.0
3666700,1.0
3236707,1.0
1118316,1.0
788163,1.0
3523203,1.0
254404,1.0
2798991,1.0
3024052,1.0
60874,1.0
2674072,1.0
3411775,0.7773319527
2233638,0.9228497601
3016222,1.0
53527,1.0
3465351,1.378297835
1587894,1.0
2116642,1.0
2626416,0.7527919235
2409599,0.8799718409
3681088,1.0
3502718,1.0
1744844,1.0
1880214,0.9050592814
2008215,0.6408785298
1671051,1.0
1995479,0.905715062
537756,0.6599636446
3539079,1.0
3342091,1.0
3402057,8.9853547312
3427811,1.0
3661190,1.3454820888
1743668,0.6614005913
1016808,1.0
344491,1.0
1690088,1.0
2825327,1.0
2899834,1.0
1903070,1.0
1766604,1.0
1692013,1.0
3692942,1.3478026906
2897747,1.0
2297688,0.7155997057
1928217,0.644456631
2162466,0.6597260274
3319259,108.1712698153
3663666,1.0
2920416,1.0
1574533,1.0
1974659,1.0
3408214,1.5121803732
2507950,1.0
1616584,1.0
2685530,0.9155832265
3690068,1.0
1400517,1.0
2842635,1.0
3175582,1.0
2814817,1.0
1640024,1.0
3683883,1.0
1067053,0.5852495379
1318563,1.1210206177
3341641,1.0
3678045,1.0
2698724,1.0
3305454,1.0
529148,1.0
3682016,1.0
2116550,0.9076881184
3432333,1.3963839862
1996675,1.3271178844
990699,1.077009262
2643145,1.3012101797
2685598,1.0
1763971,1.0
2633266,1.0
1712968,1.0
1699053,1.0
1091219,1.0
3192138,1.0
284918,1.0
958689,1.0
2521326,1.0
2908790,1.0
3287609,1.0
3543915,1.0
3019588,1.0
2613173,0.7579273694
776541,1.0
3667231,1.0
968308,1.0
1060272,1.0
3387008,1.3541773889
2075943,0.6571479406
71910,1.0
3358052,0.8611039352
2499795,1.0
1061376,0.602780303
1292313,0.7718431615
702351,1.0
1368161,1.0
2951789,0.8300132802
3708425,1.0
2605615,1.0
37492,1.0
1614900,0.6475088968
984133,1.0
1809363,1.0
3481404,0.8793527963
2392736,0.8769622029
1226247,1.0
3440115,1.0
2485098,8.4622210272
2929727,0.8945343948
3674139,1.0
2589780,1.0
3326157,1.0
3420642,1.0
3687217,0.8888888889
3195481,18.935771254
2691146,1.0
3319067,1.0
1937408,0.9148293843
1300851,1.0
2510686,1.0
11930,1.0
2675743,1.0
2306625,1.0
2025963,0.886446237
3703859,0.7631931422
1044747,1.1579919679
1261820,1.0
3546727,1.0
2750472,1.0
3447411,1.0
1748039,1.0
2195571,1.0
1431906,1.0
1272696,0.6136468953
3711939,19.0217254691
3706342,0.8950948801
1919173,1.0
1251615,0.7537499058
3282343,0.7185103964
1133881,1.0
914083,0.6034306569
1290096,1.0
3645783,1.0
1166162,1.0
3283826,0.8130742337
2002282,0.6380640014
3509987,1.0
3156576,1.2500638135
3130527,0.8578536502
1096000,1.0
3530933,0.8866034223
3445744,0.8555051758
3706234,1.0
3069914,1.0
1618949,1.0
788991,1.0
3434380,1.0
1688585,1.0
2014002,0.9001710325
1054370,1.0
3444086,1.0
3524170,1.0
2515912,1.0
3255452,1.0
2324920,1.0
3514434,1.0
1047968,1.0
3674163,1.0
3313072,1.0
2713462,1.0
1693161,1.0
109106,1.0
1595309,0.8492569002
1353386,1.0
2075101,1.0
3483301,1.0
1947125,0.6412893746
3483985,1.0
1827335,0.6412893746
997513,1.0
3537102,0.8769622029
2135341,8.3273225493
940400,1.0
2085663,1.0
2819950,1.0
3434627,1.2867327421
895298,1.0
1831769,1.0
3343776,1.0
3333818,1.0
1181666,1.0
3193658,8.3680104031
2652019,1.0
3442271,1.0
3422867,1.3253811041
2089996,0.6605397651
2250172,1.0
2893600,19.1589829561
2888502,1.0
3377509,1.0
2693361,1.0
3231495,1.0
3352509,1.0
3230995,0.8145975888
1673386,1.0
2455278,1.0
1183564,1.072751718
3552928,1.0
3078720,0.7767291312
2183106,1.0
917018,0.5949476723
3387259,1.0
1883701,1.0
1324338,1.0
2815411,0.8093417863
2128968,1.0
1128312,1.0
2028146,1.0
3400168,0.7556721256
2105616,1.0
3457650,0.7794221283
3249754,1.0
2898475,1.0
3416976,1.0
1696219,1.0
3460945,1.3045725298
2101013,0.8960573477
1095016,1.0
565989,1.0
1819889,1.0
956901,1.0
2982654,1.0
3529673,1.0
2593130,1.0
3527753,0.7911292445
3334431,0.8285004143
1222116,1.0
405444,0.7664524422
3681120,1.0
2950245,1.0
2912908,0.7686181662
2451596,1.0
3510531,1.0
3525430,1.0
2045349,0.6483848065
3677612,0.769027342
2829296,1.0
8957,1.0
1192307,1.0
3250088,1.0
1851369,1.0
1742365,1.0
1119447,1.0
3551483,0.7518833217
3210220,1.2850147742
1988393,1.0
3356885,1.0
1613488,1.0
3343909,0.8338892595
2547160,1.0
3673289,0.7664109882
3459791,0.8691117678
48399,1.0
2818888,1.0
3660728,1.4081416865
819176,1.0
3679911,1.0
487714,1.0
3006255,1.0
3341726,1.0
2999077,0.7831378168
3487923,1.0
2353118,0.7899211299
2064910,1.0
2714161,1.0
3663298,1.0
3064116,1.0
3693582,1.0
964496,0.5925551868
3449864,1.2893193984
1100222,1.0734568824
2388326,1.0
2171278,1.0
1480524,1.0
16438,1.0
1104420,1.0
1027776,1.0745286506
3505222,1.0
1756912,1.2664143803
1931833,1.0
2938516,1.0
2780684,1.0
3233762,1.3277708593
3043517,1.0
3515512,109.4237169382
3229394,1.2845651081
1371593,1.1372146299
2915943,1.3235183443
2628142,1.0
1825227,1.0
1295965,1.1375274898
984245,0.5938004402
1349905,1.0
2396524,1.0
3345232,1.0
1779935,1.0
3682923,1.0
2439054,1.0
3502378,1.0
3544616,1.0
1482139,0.6385346438
961558,1.0
3672461,1.0
2917266,1.0
1948992,1.0
2293596,1.0
3531762,1.0
1561266,1.0
3481910,1.0
3064389,1.0
2338443,1.0
2517942,1.0
1948991,1.316766192
617435,1.0
3398639,1.0
1108570,1.0878127896
3396408,1.0
3538609,111.1388344324
3446832,1.0
3269449,1.0
3064307,1.0
3659286,1.0
2074246,1.0
3686987,0.8833141949
2518577,0.771433695
2521678,1.0
2638613,1.3198824158
3097347,1.0
3535788,0.8770391159
718517,1.0
2169563,1.0
2591021,1.0
2223803,1.0
1487693,7.7061649971
2821842,1.0
1148197,1.0
3244080,1.0
3548130,1.0
1355296,1.0
1901036,1.0
1951172,1.0
3516632,1.3273731265
3038561,1.0
3516215,0.8733624454
3477243,1.0
1297026,1.0
3226441,1.0
387981,1.0
2755288,1.0
927664,1.0
3358445,1.0
1258283,1.0
1057735,1.0
3682471,0.896458987
2003244,0.6404329481
3681354,0.769027342
3454564,0.8640055296
3301874,6.2717629231
1757302,1.0
3550733,1.0
3381527,1.0
74542,1.0
3495862,6.5641544279
27073,1.0
2087766,1.0
2609526,1.0
1748501,1.0
1602329,1.0
1974654,1.0
3203765,1.0
3513325,0.8861320337
2724664,1.0
3687244,1.0
3415403,1.0
3304418,18.5774921174
3317701,0.8156606852
400682,0.6225170642
2060318,0.8845643521
2921678,0.9407337723
2184948,1.0
3679537,1.0
3064502,1.2596717966
429634,0.6283398379
1974733,1.0
985017,1.0
694583,1.0
1006316,1.0939780349
1844391,1.0
3681156,1.0
1239564,1.0
370314,1.0
1859955,1.0
2789388,0.9463423867
3547446,1.3492660222
1597941,1.2774021352
1903095,0.6494600037
2081325,1.0
3691236,1.0
3239812,1.0
3058175,1.0
2040909,1.0
2265041,0.6949692463
1798048,1.0
3461275,1.0
2776904,1.3281777278
3352791,1.0
3071647,17.5022332932
3318638,8.3469685902
2853373,0.9388789785
3658976,1.0
2487923,1.3084095392
1561877,1.0
2120221,1.0
1651275,1.0
3437616,1.0
2573185,0.907935355
623776,0.6521623672
3300270,1.0
2439769,0.8954154728
1805708,1.0
3699069,0.7686222222
3270940,0.7138597905
292898,1.0
2278094,0.700387527
3369549,1.0
59192,1.0
3407162,1.0
2627098,1.0
2019307,1.0
1346811,1.0
3012168,0.7835609151
3502615,0.7773013759
2963739,1.0
3510856,1.0
2977370,8.4017353967
1894738,0.9091735612
2534459,1.0
1381471,1.0
3226534,0.7372813925
227790,1.0
757440,1.0
2754284,1.0
1833522,1.2103199358
2382000,1.0
1134243,1.0
1619988,1.0
3545090,6.6430224279
1697439,1.2509211496
3060446,1.0
2696370,8.1404747724
2118344,1.0
1925426,1.0
2037961,1.0
1754824,1.0
496700,0.6586345382
3199971,0.8455229559
3047091,1.0
3520371,9.6365914787
2678280,1.3491314199
1188746,1.0
1903458,1.0
3486265,0.8705493166
1048776,1.0
770540,1.0
2509762,1.0
3455154,1.0
1732413,1.3263223287
41330,1.0
2223042,1.0
2910287,1.3523223678
641897,1.0
3503595,1.0
1809383,1.0
2483717,1.0
3379023,1.0
2576551,0.8885729518
3478299,1.0
1251190,1.0708977859
2784543,1.0
1332571,1.0
3552234,1.0
2529214,1.0
3503396,1.0
3150134,1.0
2359239,0.9115770283
3110034,1.0
3054077,0.7607010448
3321594,1.0
310706,1.0
1833308,1.0
1286960,1.0
1135622,1.0
3699267,1.4305741584
1090939,1.0
3506672,1.0
3518948,0.7728907209
3449638,0.7662523901
3679076,0.8848774445
1432875,1.0
2890734,1.0
2018718,1.0
2563156,1.0
2018917,1.3043595023
2390586,1.0
3263829,1.0
3529723,0.8749671887
3455436,1.0
892686,0.6054101095
2860033,1.0
3388755,0.7494657663
3101035,1.0
2464319,0.6926683642
2563467,1.0
1606783,1.0
3658717,0.8853474989
2265188,1.0
1400910,1.0
3527678,0.7661755732
244107,1.0
2478590,1.0
2908841,1.0
3408286,1.0
1194208,1.0
271047,1.0
1808824,1.0
1475563,1.0
3522717,1.418828892
3698085,1.0
1704776,1.0
2658326,1.0
3407345,18.9362719527
3192583,0.8511362669
1180934,1.0
2860431,18.5133868809
1808268,0.6815093988
2535197,1.0
2725533,1.0
3142222,1.0
1584532,1.0
2711241,1.0
2789047,0.9394964299
1012954,1.0
3462538,0.8761170492
1027831,1.0
1855093,1.2199928341
3061655,0.7468914111
3469826,1.0
3037439,1.0
2081420,1.0
3298996,8.7713866851
3208068,1.0
3020373,1.0
3474693,0.773922584
3191099,1.0
1697068,1.0
1259543,1.0
2602373,1.0
3664161,1.0
3669579,1.0
896556,1.0
1888378,1.0
1913611,1.3495772343
657411,1.0
3403341,9.0432098765
2767961,1.0
2754701,1.3376745942
3397812,0.8577800652
2427246,1.0
3362653,1.0
3707528,19.1975957257
3460828,1.0
2172688,1.0
3658180,19.2916409215
972439,1.0
1191238,1.0
1809734,1.0
2248397,1.0
1761085,1.0
2951181,0.7728309461
1686313,1.0
1223883,1.0
3148726,0.7626402071
2796031,1.0
1521523,1.2857142857
3706180,1.0
3463593,1.0
1640029,1.0
1211510,1.0
2651381,1.0
2310030,1.0
3363769,1.0
3500375,0.7834552022
3470741,1.0
3371253,0.9923657574
3659572,1.0
2962866,1.0
901435,1.0
1757769,1.0
1439460,1.0
2793133,1.0
2462771,0.8846426044
1536436,1.0
834060,1.0
3679371,1.0
1191393,1.0
1657942,1.0
3359319,0.8753501401
3433504,1.0
1972833,1.0
3108351,1.0
3448868,0.7701269344
1398705,1.0
3548387,19.3294849023
1255664,1.0
681042,1.0
3321369,0.703927615
3660513,1.0
768960,1.1682305073
932630,1.0
173514,1.0
3418333,1.0
929374,1.0
2395630,1.0
58498,1.0
3530107,1.3442076646
3216988,0.8569714629
3544760,1.0
3238585,0.8565310493
3411824,1.0
3138512,1.0
1438731,0.6710342255
1046040,0.6030482257
1377903,1.2858538969
3192529,6.2804456072
2866199,1.0
2620859,1.0
1482111,1.0
3453654,1.0
2603726,1.0
3268578,0.8005123279
2246458,1.0
1798367,1.0
1819882,0.6479714668
2102527,0.9290226682
3689822,0.7763569704
1899511,1.0
2984589,1.0
1644812,1.0
2279640,1.0
1034266,1.0
1366252,1.0
2900001,1.0
2933160,1.0
1869415,1.0
2169390,1.0
1825296,1.0
2774051,0.9413536666
1619937,1.0
2519134,1.0
2664948,1.0
3147033,0.991606613
1740780,1.0
869118,1.0
1969674,1.0
3239068,1.0
171230,1.0
2367623,0.8783487044
3389206,0.8567511995
2622410,1.0
1678827,1.2440148162
2985408,1.0
537062,1.0
2398448,1.0
240773,1.0
2233740,1.0
1857844,1.0
3196406,1.0
2404605,1.0
1902755,1.0
451787,0.6611405836
2869649,1.0
3656771,1.0
3690005,0.7840583602
3340697,0.8379420144
2470364,8.2980838109
1604303,1.0
2399756,1.0
3358296,1.0
1232879,1.0922904192
2414981,0.8913450397
1499854,1.0
1749361,1.0
80245,1.0
2212099,1.0
2757455,1.3031075848
3421511,1.0
3091641,1.2555387714
94303,1.0
2412746,0.9441087613
2481622,1.0
811040,1.0
1618050,1.0
1069216,1.0
3206149,1.4528921445
1951485,1.3048235616
2413282,1.0
1436286,1.0
2000418,1.0
3648060,0.7531959852
1602531,1.0
2966934,0.7747882678
2598105,1.3173180351
2641231,1.0
2848156,1.3116428639
1603319,1.0
2919605,1.0
335645,1.0
2202187,1.0
1627276,0.6657111152
3509842,1.3543893464
77728,1.0
3300798,18.6811900504
1486546,1.0
2033614,1.0
2961250,1.0
3150154,1.0
3202235,1.0
2907427,1.0
2083719,1.3219419582
1567414,0.8143985667
1653913,1.0
2820688,1.0
1501631,1.0
1002866,1.0
2456790,0.8954154728
3190973,0.9370162145
2993711,0.7700792771
3214668,1.0
1869275,1.0
3657674,1.3335095603
395258,1.0
3481074,1.0
526513,1.0
1932403,1.0
3648123,1.0
2791154,1.0
2363810,1.0
2773023,0.777946593
517651,1.0
2838599,1.0
3438829,1.0
2978626,0.7571960718
3300667,1.0
2773439,1.0
1403971,1.0
3282732,1.0
2199477,1.0
3524223,0.8732861759
1035504,1.0
1538539,1.1369124276
3681548,0.7678571429
3426179,1.0
2462888,1.0
2615493,1.0
1870769,1.0
2943927,1.0
964065,1.0
3512812,1.0
2937888,1.0
3533614,1.0
2320211,1.0
3363010,0.9862955032
2736513,1.0
3507977,1.0
19319,1.0
669565,1.0
2494061,1.0
2761165,1.0
3349070,1.0
1590684,1.0
3362078,1.0
1536888,1.0
3421488,0.8568980291
2925183,1.0
944114,1.0
2394864,0.8847208706
3084894,1.0
492641,1.0
2170905,1.0
3046889,1.0
1208558,1.0
3678176,0.8833141949
3481130,1.0
3309348,1.0
3023495,0.7798357046
2047012,1.0
543735,1.0
3409510,1.3141600704
3112061,1.0
1582477,1.0
2737131,1.0
3056633,1.0
2831152,1.0
1500699,1.0
1702533,1.0
2857655,1.0
2155244,1.0
2141096,1.0
3262224,1.0
2115252,1.0
3471272,1.0
3074636,1.0
2128282,1.0
1748446,1.0
3444307,1.0
3370530,0.7556721256
2783482,1.0
3385615,0.8568980291
2569176,1.3189882631
2634270,1.0
3387091,0.881367883
2207836,1.0
3417619,1.0
1357433,1.0
1613060,1.0
3205288,0.8516436723
882030,1.0
1185979,1.0
1989556,0.896458987
2882809,0.7898801723
3178677,1.2753009548
2185453,1.0
3010034,0.77053102
1521473,1.0
1539740,6.0885506179
3314283,1.0
3338511,0.7513925786
1248265,1.0
2921733,0.911410864
1755151,6.8787516111
1776417,1.0
3541020,1.0
1961807,1.0
3457642,1.0
1065561,1.0
631561,1.0
1024954,1.0
3360146,1.2795178678
2427567,6.5285651602
3488089,1.0
2949582,1.3615183953
3375500,1.0
3050783,1.0
3525354,0.8845643521
3078687,1.0
2758369,1.0
1995757,0.6497160099
2459149,1.0
3532946,1.0
3319271,0.7769709726
2039540,1.0
1200719,1.0
3165080,1.0
1789759,1.0
2295180,0.9676533144
2595,1.0
48906,1.0
1758872,0.6498188566
2359298,1.0
3535364,1.0
3315858,1.0
929753,0.5949182243
2644519,1.0
3646838,0.8785030308
983673,1.0
3018204,1.0
1643108,1.0
1287666,1.0
952974,1.0
158267,1.0
3444623,8.4976983003
1994584,1.0
2962354,1.0
2981009,1.0
3128585,0.7359608794
3476541,0.7672571831
3682750,1.0
1018131,1.0
3509879,1.0
2992665,1.0
2148137,1.4109104112
440520,1.0
3519735,0.8872327211
1750416,1.0
3080806,1.0
71095,1.0
3660083,0.7553501946
1299358,0.6125347329
3529839,19.2452195467
2537041,1.0
37672,1.0
1468807,1.2128898461
2858112,1.0
2174190,0.7103476745
1216243,1.0
3276430,1.0
1776803,1.0
3474330,1.318085669
1846962,1.0
1921322,1.0
2233880,1.0
3412800,1.0
3690404,18.8713777778
1037811,1.0
3042857,1.0
3659202,1.0
1990266,0.9113278046
2008811,1.4012247071
3677165,1.0
2812404,1.0
580571,1.0
180702,1.0
1775811,0.6711791616
3659702,1.0
2381754,0.77053102
3076641,1.0
3035859,1.0
2626480,1.3231483963
1971645,1.0
1255080,1.2303030303
3239719,8.9051605109
3287659,0.8050881572
3441081,1.0
2198219,1.0
1589418,1.0
2504428,1.0
1714962,1.2252168237
3675109,0.7721027746
2443117,1.0
2425456,1.0
1348985,1.0
3029852,1.0
2532435,1.0
2446885,1.0
2047223,1.3461004718
3041601,1.0
2272274,0.6928755999
2961423,1.0
1210121,1.0
1380533,1.2093172691
2298675,1.0
1888479,1.2582011536
2884722,1.0
1091288,1.0853806491
2179797,1.3956256921
3655850,1.0
1985945,1.0
1415053,1.0
2100269,1.3329292176
2993191,1.0
38675,1.0
1324323,1.0
2624231,1.0
1605973,0.6557405784
3060989,1.0
1266594,1.0
3064915,0.7583601286
2119175,1.0
3204092,0.7413967186
2153625,1.0
3117348,1.0
2933794,0.9407337723
2493390,1.0
2933706,1.0
2551953,0.8963786303
1486100,1.0
921158,1.0
1271152,1.0
138947,1.0
2046629,8.2643269658
3259022,1.0
1980909,1.0
2350956,0.9173470324
2714858,1.0
2591172,1.0
1142621,1.0
3439575,0.7702343147
3301335,0.7237344601
1432100,1.0
2909247,1.0
1962426,1.0
2486565,0.6828009178
3473227,1.0
1039235,0.5871145374
683214,0.6156854065
3458881,1.0
3288341,0.8218277449
1205944,1.0853806491
3461092,0.7612325362
908948,1.0
3440631,1.0
3037776,1.0
1930092,1.0
1474112,1.2279691865
665447,1.0
3395393,0.7556721256
2078792,1.0
3547080,1.0
1833920,1.0
1316295,1.0
1714282,1.0
1636524,1.0
1934071,1.0
2767717,1.0
1171317,1.0
506486,1.0
3544592,1.0
829931,1.0
486662,1.0
3224100,1.0
981981,1.0
2810738,1.0
1991359,0.64201696
982048,1.0
3505769,1.0
870471,0.5976787774
2954710,1.0
872293,1.0
3075424,1.0
1340346,1.0
2831127,1.0
23604,1.0
3011535,1.0
2713688,1.0
2568118,1.0
3117756,0.7616144268
1768479,0.6383352358
995020,1.0
3308396,1.0
2287316,1.0
2520694,1.0
3479653,1.0
2129468,0.6558757485
1958086,0.9046499005
1334533,1.0
1646543,0.648711547
3381225,1.3035105658
1703396,1.0
1621241,1.2500221729
2440601,1.0
1951126,1.0
1661204,1.0
1656584,1.0
3238657,1.0
3258114,1.0
1504668,1.2093172691
2230441,1.0
3326195,1.0
1805503,1.0
1271075,1.0
1460336,1.0
774183,0.6110262565
2534448,0.7597252155
2770947,1.0
2032287,1.0
1559562,1.0
2055456,1.0
3276437,1.0
2101572,1.0
3221408,1.0
3387765,1.0
1964512,0.898311175
1802581,1.0
3704061,0.8954956568
3494593,1.0
21840,1.0
2115984,1.0
1577022,1.0
1702925,0.6727545191
3196108,1.0
1095571,1.0
931760,1.0
3126628,0.8611780916
1351778,1.0
2704798,1.3403032872
3167612,1.0
3527754,0.8968609865
2913282,1.0
3057094,1.0
3520045,0.765049408
1724529,1.0
2733490,1.0
2735971,0.7888293874
1254959,1.0
3371472,1.0
2380997,0.6902650944
3106548,1.0
2766491,0.9379983116
2892675,1.0
2699795,1.0
1334727,1.0
715965,1.0
3114614,1.0
1767389,1.0
1721826,1.0
1453605,1.0
634610,1.0
2976253,1.0
3287083,7.8295159194
3349320,1.0
1036616,1.0
3660161,1.0
2431426,0.6839778512
3017800,0.7571960718
1818459,1.0
1456394,1.1829938298
3029507,1.0
2755418,1.0
527422,0.6447658927
1715335,1.0
1766070,1.0
2284115,1.0
3693738,1.0
3299515,1.0
3669404,1.0
1929275,1.0
3533645,1.0
3448701,1.0
819977,0.652255304
1661435,1.0
2080464,1.0
2232997,1.0
3233027,0.7397898774
2227377,1.0
715760,1.0540760468
1993859,1.0
2597481,1.0
1540839,1.0
3331039,0.7494657663
3313597,1.0
2394566,0.6827095272
3681656,1.0
1970359,1.0
2974478,0.7745577385
1790246,0.6506712627
3054610,1.0
1128880,1.0
431714,1.0
2645938,1.0
3294569,0.8122157245
2605587,1.0
1174311,1.0
3113129,1.0
133549,1.0
1038827,1.0
2732383,1.0
3129597,0.85041245
3314210,1.2937647854
3215161,0.7503578345
1021953,1.0
1871466,1.0
2662476,1.3252688172
3483228,0.7783155857
2373987,0.8038963478
1685247,1.0
3406580,1.0
2379099,1.0
258180,1.0
1773882,1.2686313149
2396815,1.3257762879
2031189,1.0
2601661,1.0
1923257,1.0
2932044,0.7777491725
1489835,1.0
923232,1.0
1785247,6.6720607957
960453,1.0
2697379,0.8231550998
1300793,1.0
3090973,1.2468465458
2959461,1.0
2153722,6.9619260918
1492147,0.6375182009
951733,1.0
2434496,1.0
2412979,1.0
1919856,1.0
3183817,0.8129420372
2350366,1.3444178335
2761578,1.0
2061500,1.0
2099346,0.6593189964
10858,1.0
2769959,1.0
1479879,1.0
1943185,1.0
1440169,6.5881981199
1692036,1.0
3524850,1.0
3279026,1.0
3695544,1.3463917526
3180725,1.3438791867
3485844,1.0
2488697,0.8954154728
3422770,1.0
3287332,1.0
3709203,1.0
2899503,0.7841624911
3031525,18.0452877472
1402951,1.0
1761657,1.3061060525
2672867,1.3163082437
529012,1.0
2283053,1.0
3334769,1.0
3365421,0.7397121939
1460770,1.0
2473988,1.0
1818152,1.0
396433,1.0
2271578,1.0
3436421,0.7686181662
135876,1.0
156158,1.0
1533034,1.0
3276871,1.293085236
3253629,1.2318805683
505078,1.0
1012864,1.0
2460828,1.2879145883
1839767,1.1949382608
1749584,1.0
2948247,1.0
1863817,0.6554238833
3371941,1.0
2454475,0.6893959262
239928,1.0
1686404,1.2930939227
3426412,0.8729050279
2538975,1.0
2558330,0.7467150668
561970,1.0
3480476,1.0
1415230,1.0
3681876,18.758060242
928586,1.0
3474176,1.0
3360130,1.3840650119
1907335,1.0
2888887,0.9313588526
3071568,1.0
1621747,1.0
3131918,0.7472255218
54723,1.0
547634,1.0
2396561,0.8830801837
1619759,1.0
3221238,1.0
2515565,1.0
2019238,1.0
3046527,1.0
2595775,0.8941344778
258622,1.0
2064252,1.3263223287
76496,1.0
3286897,6.0493014945
3033090,1.2904866287
1994246,0.64201696
3489221,1.0
470928,1.0
3321851,0.713544221
2893341,1.0
2982675,1.3013494567
3479347,1.0
268413,1.0
1440940,1.1443108974
3648917,1.0
72733,1.0
417366,1.0
565586,1.0
64020,1.0
2894556,1.0
2566792,1.2853964581
1484248,1.0
2143010,1.0
2583138,0.7636462684
572691,1.0
3067934,1.2634654472
1590745,1.0
1347312,1.1182625238
41094,1.0
3296341,1.0
1888306,0.8903133903
3025582,1.0
808037,1.0
3218643,1.0
560615,1.0
1660015,8.3044768069
418692,1.0
732602,1.0
2144203,0.6622691293
3692366,1.0
3059726,1.0
2893569,1.0
2476019,1.3760971717
1172973,1.0
297973,1.0
2653652,1.0
407426,1.0
3515337,7.8457777778
365673,1.0
2415386,1.0
182179,1.0
1190716,0.5943262411
3194208,0.8239268353
1311501,0.8050233457
2084391,0.6544394619
3498590,20.4264718824
3449794,1.0
3478909,0.7635202086
3176287,1.0
2911463,1.0
3433644,1.0
203530,1.0
2536072,0.8980691513
1200134,1.0
3249684,0.8338197282
665419,1.0471853069
3109700,1.0
1093203,1.0
594862,1.0
877368,1.0
2032152,1.0
3159407,1.0
3437984,1.0
3480452,1.0
788910,1.2750977836
399934,1.0
2437450,0.8965393581
3684559,1.0
2564632,1.0
2793188,0.8116224332
2567604,1.0
3516380,1.0
507964,0.6567845363
3230076,1.0
2252978,1.0
280247,1.0
2025525,1.3249910937
3682541,1.0
2786634,1.0
835947,0.6057572879
3467764,18.9607127336
3463482,1.0
620608,1.0
351130,1.0
1211723,1.0
1440078,0.6284455128
3112183,1.0
3167174,1.0
855492,1.1181670841
2927564,0.7743472286
2765488,1.0
1491410,1.0
3687279,1.0
2753297,1.0
3425971,1.0
2811579,1.0
3034458,1.0
55447,1.0
467011,1.0
2817302,1.0
222256,1.0
1775573,8.2558347492
2021570,1.0
2101524,0.6593189964
3167413,1.0
1915515,6.7539143814
3475789,1.0
670345,1.0
479497,1.0
3670020,1.0
1214622,1.0
1734728,1.0
3439719,1.0
922177,1.0
182668,1.0
3488707,1.0
3168664,0.7484863817
3194196,1.0
2468756,0.757255464
3228706,1.0
1036957,1.0
432878,0.6252165399
2885990,1.0
490334,1.0
3236895,1.0
3679091,0.8904719501
1093521,1.0
2422454,0.705202056
2191418,0.913492281
3239656,0.7412415744
1473317,1.0
3391077,0.7655052575
3156483,0.8511362669
2624359,1.0
1195205,1.0
3332192,1.0
2639079,1.3048747883
2188786,1.0
2500871,0.6936293947
2301800,1.0
3352021,1.3380218998
1680438,1.0
2897447,0.8945343948
325605,1.0
1081476,1.0
3032156,1.0
1462413,1.0
3384540,0.8582954253
504286,0.6466360856
3542920,1.0
350109,1.0
720447,1.0
3511800,1.0
2822861,1.0
2962173,1.0
3343397,1.0
3537356,0.765049408
3332101,1.0
544056,1.0
1551584,1.1965180467
2003090,1.0
2424757,1.0
337959,1.0
540268,1.0
2212705,1.0
1753928,1.0
357665,1.0
3694392,1.0
880311,1.0
3383430,1.3219328247
1886634,1.0
2074346,1.0
1898232,1.0
2414800,0.6842497588
2214213,1.0
3242940,19.3933594075
3705465,1.0
1490093,1.0
3683896,0.7639519359
2503573,1.0
836109,1.0
2387420,1.0
3433649,1.0
2761073,20.3734079506
3481407,0.8794301293
1104259,0.5845747413
239888,1.0
2967680,1.0
2801769,0.8006043701
96684,1.0
2093313,1.0
3481663,1.0
227289,1.0
3663033,1.0
29889,1.0
2689776,1.0
2736357,1.0
64509,1.0
2652150,0.7485835694
2926598,1.0
3126551,0.8514986376
2078307,1.0
3550450,0.7665755599
3045865,0.8470269355
1087049,1.0
3237204,1.2703113136
3118969,0.7647988383
1070398,1.0
3020427,0.8475294516
3147127,19.1792957149
3482280,1.0
3519666,0.7686509673
3496950,0.8803591865
2631776,0.9396729938
10298,1.0
988532,1.0
2051903,0.8967805578
745345,1.0
1923634,0.9043226623
3390478,1.0
2788037,1.0
2558189,1.0
3032410,1.0
2904216,1.0
3030717,1.0
3484118,1.0
3266256,1.0
2025242,1.0
1935345,1.0
551285,1.0
1510173,1.0
3341429,9.1007332402
2822329,1.0
3245765,1.0
1020327,1.0
2755117,1.0
