project_id,hist_exchange_rate(usd)
3161337,1.0
1975848,1.0
2866853,0.9353661959
75029,1.0
471598,1.0
1846107,1.0
3240412,1.0
3011698,0.7858677168
1823785,1.0
3085874,0.7583601286
3689387,1.0
3121402,0.7468914111
1612006,1.0
1070977,1.0
1698397,1.0
3108182,1.0
3444945,1.0
3689332,0.8990380293
3273419,0.7096774194
2691680,1.0
277543,1.0
3678544,0.7686222222
3327849,1.0
3683255,0.763214824
1867508,0.6538179148
2993849,0.7744284579
3364686,1.2854090093
3486625,1.0
2637713,0.7707775994
3409109,1.0
2440083,1.0
3375120,1.0
3170418,0.8516436723
1021704,1.0
2342692,1.0
2398127,1.0
78001,1.0
3407110,0.7833903359
1046534,1.0
283769,1.0
1346382,1.0
3267926,0.7556721256
3315776,1.0
2876109,1.0
753707,1.1185983827
3142037,1.0
209946,1.0
829628,1.0
3136691,1.0
1816248,1.0
3282014,0.8116224332
1069622,1.2178978253
3174199,1.0
3682593,0.7688357996
3467243,1.0
2789799,1.0
2651655,1.0
471223,1.0
1579374,1.0
2612394,1.0
2912984,1.0
3667198,1.0
616896,1.0
3656251,1.0
3214898,1.0
3394783,0.8625894937
2494102,1.0
1733749,1.0
1520357,1.0
1922459,0.9148293843
3389886,7.8493996569
3205792,1.0
3355853,0.7526013049
3462501,1.3099763511
42973,1.0
1883927,1.0
3446727,0.7684764782
592853,1.0
2751740,1.0
1846867,0.6479714668
2279839,0.9180207473
270395,1.0
1641168,1.0
471989,1.0
1738833,1.0
3503887,1.0
1841350,1.0
1726713,1.0
2680236,0.8005769404
433716,1.0
1768539,1.0
3353960,1.0
2269794,1.0
75080,1.0
1535834,1.0
1688615,1.0
2025704,1.0
2271101,0.6905187835
1629888,1.0
2412752,0.705202056
660254,1.0
2670169,1.0
3504669,1.0
825777,1.0
2090199,1.0
46471,1.0
2101529,1.0
1815420,1.0
715360,1.0
3373047,0.7602249489
405427,1.0
1153402,1.0
1684543,1.0
2002680,1.2994863328
3002781,1.0
3308138,1.0
154729,1.0
101566,1.0
1727205,1.0
1067994,1.0
3477524,1.0
2823812,1.0
1303933,1.0
2735254,1.0
3489026,1.0
2283627,0.6947522667
2570456,1.0
1949514,1.0
1965233,0.9172628875
182575,1.0
3124145,0.8470269355
2534618,8.5659097078
1579065,1.0
2343793,0.7063172288
3460190,1.0
1628742,1.0
224095,1.0
2502696,1.0
3070482,1.0
1768750,1.0
3198585,1.0
3686558,0.7770835206
1922777,1.0
1764554,1.0
2888523,0.7831378168
1880839,0.6534039878
3176145,8.3708035339
2107592,1.0
3005133,1.0
1821483,1.0
1502008,1.0
3623179,1.0
3293773,0.7202721198
31438,1.0
29330,1.0
1853287,1.2215934609
416994,1.0
768426,1.0
3140097,1.0
3107147,1.0
69932,1.0
1987654,1.0
1455987,1.0
3492640,7.8227803636
3385059,0.8611039352
2837026,1.3503677164
3072913,1.0
3125883,18.7228719948
3105434,1.0
2736105,1.0
1146023,1.0
2976336,1.0
1269688,1.0
2134782,1.0
1797093,1.0
3063534,1.0
693671,0.611821321
1589327,1.0
3077347,1.2680078425
2909689,1.0
3042936,0.7607010448
2673761,1.0
3512321,1.0
1899389,0.8912655971
3391907,1.0
3423494,7.8139574613
2768994,1.0
3670180,0.768032057
3421003,1.375647441
3673988,0.8902341316
1611013,1.0
3329439,1.0
2094812,1.0
3083702,1.0
2764143,1.0
2868865,1.0
480352,1.0
2153951,0.9144947417
3265380,0.7079140166
279143,1.0
1518970,1.0
1941324,0.6412893746
2400646,1.0
1525715,1.0
2195789,0.9423294384
3004764,1.0
3460601,0.85041245
3480246,9.1902279555
3404324,0.9957279861
1264397,1.0
2061796,1.0
2674624,1.0
1992110,1.3230382474
2991639,1.0
2521067,1.0
1857744,1.0
1836510,1.0
702048,1.0
2530129,1.0
1970949,1.0
2527969,0.7072937176
1550422,1.0
1274217,1.0
3414955,1.0
2477918,1.0
2961979,1.0
3667138,1.0
3457043,1.0
3460234,1.0
1054569,1.0
1381986,1.0
3666416,1.0
1959311,0.9141603437
2442745,1.0
2869505,1.0
3222801,1.0
3439367,1.0
1180344,1.0
1828591,1.0
2945497,1.3544501655
2218257,1.0
405956,1.0
987530,1.0
727807,1.0
1068127,1.0
3333355,1.0
2642349,0.773308471
2246793,1.0
646241,1.0
2761002,1.0
3502325,0.7892531557
1236074,1.1112158341
3527609,0.7809769094
1765635,1.0
3430127,1.0
2794602,1.0
2940709,1.0
1008402,1.0
3268808,1.0
1749567,1.0
3509760,0.7958406768
407596,1.0
917693,1.0
2637744,1.0
830264,1.0
3369663,0.8483203258
1639025,1.0
2769740,1.0
2906042,1.0
2037615,1.0
3475715,1.0
3547006,1.0
3043057,1.0
3260409,1.0
1800004,1.0
3224010,1.0
2751968,8.5179181635
3096680,17.799933116
3144142,1.2707754483
2842222,1.3390294562
171685,1.0
631629,1.0
1590893,1.0
2597342,1.0
3217824,1.0
3043979,1.3141604559
2084146,1.0
3435273,1.302641703
2154560,1.0
3237045,1.0
3463501,20.2715494447
1799319,1.0
3420667,1.0
2595813,0.7602950269
2401814,0.6842497588
3692419,6.6367111111
1420401,0.6280658305
3545483,1.0
3663269,0.7545639664
2996831,1.0
2134517,1.0
1902865,1.0
3111556,1.0
1545071,0.6602048591
972835,0.7346459007
2438737,1.0
1091014,1.0
3124598,0.7468914111
2754878,1.0
1126235,1.0
3469240,0.769876869
3529409,0.7839011704
1919338,1.3090776122
3697282,0.769027342
1333341,1.0
3443327,1.0
3095030,1.0
3209560,112.6564442603
956252,1.0
662839,1.0
2912785,0.7724684371
1101896,1.0
2768270,1.0
1293861,1.0
3090184,0.8461668641
37011,1.0
2858017,1.0
3536102,1.0
3684878,1.0
1059254,1.0
1635655,1.0
3704934,1.0
954773,1.0
2572155,0.8934155276
1358242,1.0
1650673,1.0
1761748,1.0
2016413,1.0
3349476,1.0
902109,1.0972648932
2539506,0.8980691513
3497235,1.0
3024000,1.0
3200807,1.0
3491153,20.2280101728
1435667,1.2282404764
1974760,8.617149648
3692331,1.0
3097489,1.0
2306491,1.0
3331249,1.0
335610,1.0
3034597,1.2487600479
2495165,1.0
1317607,1.0
1383160,1.0
2285608,0.8851124093
2628704,1.0
1846575,1.2499117232
3646579,19.1589666725
2378236,1.0
2748922,1.0
2451170,1.0
3461770,1.0
1837434,1.0
1998311,1.0
1877462,1.0
2475958,0.6827095272
2975609,1.0
1084634,1.0
570805,1.0
3285007,0.8005123279
3702630,0.7631931422
1561757,1.0
2728809,1.0
1027586,1.0
2803935,0.9377344336
2711167,1.0
1563117,1.0
1096249,1.0
3247917,1.2738791423
3394337,1.0
1710839,1.0
1212187,1.0
1986271,1.0
3120672,1.0
1276856,0.6204464424
1830432,1.0
1609786,1.0
2704708,1.0
2942429,1.0
103246,1.0
3396077,1.0
2999533,1.0
1616745,1.2560028249
1563769,0.6608484313
2367369,0.7115871294
1930432,1.0
1643088,0.6657111152
3229291,8.2497067203
1363323,1.1377355477
20870,1.0
3518640,1.0
1023289,1.0
2799584,1.0
920558,1.0
180627,1.0
2830125,1.0
3028856,1.0
3370945,1.0
2404067,0.6988278516
3533643,1.0
2648177,1.0
3520017,1.0
2281039,1.0
1869750,1.0
793081,1.0
3399626,1.0
2910469,1.0
1377213,1.0
1116936,1.0
2170416,1.4052768973
3016054,1.0
2355209,1.0
2015590,1.0
3172512,1.0
3120601,0.7117393777
595342,1.0
2732438,1.3069270107
3032824,1.0
1691695,1.0
1664246,1.0
3187386,1.0
1882044,1.4170984456
3443081,1.0
600842,1.0
829527,1.0
1504381,0.8465250148
3202678,1.0
2688873,1.0
492331,0.6531825153
3285936,1.0
1766636,1.0
2850234,0.9425959091
2937666,1.0
3118245,1.226904105
2230554,1.0
1090230,1.0
73478,1.0
3360294,1.3175485084
2434388,1.0
2720044,1.0
2010868,0.6411578471
2483040,1.0
768516,1.0
240553,1.0
2927367,1.0
2396974,1.0
2824110,0.7990048817
1609986,1.0
2185226,1.0
2451220,1.0
3001094,1.0
2357745,1.0
387685,1.0
2278474,1.0
3368938,1.0
1687499,0.6656145563
3310401,1.0
9997,1.0
1666667,1.0
1379576,1.0
3434387,1.0
3519490,1.3865095418
10775,1.0
20844,1.0
3224461,0.748134961
3528679,0.7622118187
136222,1.0
1174552,1.0
2069184,0.8949346698
1403210,0.6365461847
338247,1.0
3518711,1.0
3116095,1.0
3212566,1.0
3552461,1.4061448557
825457,1.0
1882706,1.0
1709110,0.6732553823
12942,1.0
63807,1.0
2714113,1.0
3498397,1.0
3209840,1.0
3328861,1.0
568801,1.0
2190845,1.0221046665
2910876,1.0
2962349,1.0
3043594,1.0
2100169,1.0
